name	appos	cc	clf	comp	comp:aff	comp:arg	comp:aux	comp:ben	comp:cleft	comp:goal	comp:loc	comp:m	comp:obj	comp:obj$attitude	comp:obj$concess	comp:obj$desire	comp:obj$know	comp:obj$percep	comp:obj$phase	comp:obj$utter	comp:obl	comp:obl$attitude	comp:obl$cause	comp:obl$desire	comp:obl$know	comp:obl$modal	comp:obl$percep	comp:obl$phase	comp:obl$request	comp:obl$utter	comp:pred	comp:pred$attitude	comp:pred$manner	comp:source	compound	compound:prt	compound:redup	compound:svc	compound:svc$phase	compound:svc$purp	compound:svc$tempo	conj	conj:appos	conj:coord	conj:dicto	conj:m	conj:obj	conj:redup	det	det:num	discourse	dislocated	dislocated:obj	dislocated:subj	flat	flat:foreign	flat:m	flat:name	flat:num	goeswith	list	mod	mod$concess	mod$cond	mod$manner	mod$purp	mod$reason	mod$tempa	mod$tempb	mod$tempo	mod:appos	mod:aux	mod:emph	mod:m	mod:num	mod:obj	mod:periph	mod:periph$concess	mod:periph$cond	mod:periph$manner	mod:periph$purp	mod:periph$reason	mod:periph$tempa	mod:periph$tempb	mod:periph$tempo	mod:poss	mod:pred	orphan	parataxis	parataxis:conj	parataxis:coord	parataxis:discourse	parataxis:dislocated	parataxis:dislocated$tempa	parataxis:dislocated$tempo	parataxis:insert	parataxis:mod	parataxis:mod$cond	parataxis:obj	parataxis:obj$cause	parataxis:obj$know	parataxis:obj$request	parataxis:obj$utter	parataxis:obl	parataxis:parenth	punct	reparandum	subj	subj:aff	udep	unk	unk:aff	vocative	total
Abaza	nan	0.0	nan	11.71875	nan	nan	nan	nan	nan	nan	nan	nan	12.62135922330097	nan	nan	nan	nan	nan	nan	nan	6.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	11.11111111111111	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	28.571428571428573	nan	11.11111111111111	20.0	nan	nan	100.0	nan	nan	nan	nan	nan	nan	21.53846153846154	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	11.627906976744185	nan	10.76923076923077	91.66666666666667	nan	0.0	27.565982404692082
Afrikaans	100.0	90.84171519322393	nan	73.35963455149502	nan	nan	56.18811881188119	nan	nan	nan	nan	nan	76.70583588426977	nan	nan	nan	nan	nan	nan	nan	94.6969696969697	nan	nan	nan	nan	nan	nan	nan	nan	nan	48.51904090267983	nan	nan	nan	37.03703703703704	nan	nan	nan	nan	nan	nan	99.76733364355515	nan	nan	nan	nan	nan	nan	0.06700167504187604	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	35.46078138980018	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	92.90953545232274	nan	12.425362524879159	nan	70.6176673567978	81.199538638985	nan	nan	61.46922653543562
Assyrian	nan	28.0	nan	74.46808510638297	nan	nan	68.42105263157895	nan	nan	nan	nan	nan	95.1219512195122	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	18.75	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	41.666666666666664	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	89.39393939393939	nan	4.761904761904762	nan	100.0	nan	nan	nan	65.54934823091247
SouthLevantineArabic	nan	28.571428571428573	nan	97.3913043478261	nan	nan	100.0	nan	nan	nan	nan	nan	97.70114942528735	nan	nan	nan	nan	nan	nan	nan	96.42857142857143	nan	nan	nan	nan	nan	nan	nan	nan	nan	66.66666666666667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	5.2631578947368425	nan	30.76923076923077	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	85.52631578947368	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	80.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	99.27536231884058	nan	45.0	nan	89.83050847457628	33.333333333333336	nan	nan	88.79216539717083
Akkadian	100.0	0.0	nan	66.08679386457165	nan	nan	nan	nan	nan	nan	nan	nan	66.35744036349867	nan	nan	nan	nan	nan	nan	nan	47.45762711864407	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	28.571428571428573	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	99.5489400090212	nan	0.0	nan	nan	nan	100.0	nan	nan	nan	nan	nan	100.0	84.90532332976063	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.464788732394366	nan	24.31314623338257	67.38461538461539	nan	0.0	70.76961026147015
Gheg	100.0	0.09551098376313276	nan	71.75080558539206	nan	nan	99.6987951807229	nan	nan	nan	nan	nan	82.0006474587245	nan	nan	nan	nan	nan	nan	nan	55.6745182012848	nan	nan	nan	nan	nan	nan	nan	nan	nan	92.11618257261411	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	0.390625	nan	25.619834710743802	0.0	nan	nan	100.0	nan	nan	nan	nan	nan	100.0	42.96046287367406	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	94.94949494949495	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	0.7490636704119851	28.197674418604652	nan	81.23195380173243	94.35483870967742	nan	nan	61.99222889438361
Amharic	nan	79.06976744186046	0.0	49.70791290493893	nan	nan	6.050955414012739	nan	nan	nan	nan	nan	45.07772020725388	nan	nan	nan	nan	nan	nan	nan	19.791666666666668	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5586592178770949	nan	nan	nan	2.5	nan	nan	nan	nan	nan	nan	97.95918367346938	nan	nan	nan	nan	nan	nan	84.72803347280335	nan	86.19047619047619	nan	nan	nan	100.0	nan	nan	nan	nan	100.0	nan	24.921465968586386	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	28.571428571428573	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	38.69731800766284	nan	3.619047619047619	97.11538461538461	nan	nan	48.480425824175825
Apurinã	nan	0.0	nan	83.49514563106796	nan	nan	50.0	nan	nan	nan	nan	nan	86.45833333333333	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	50.0	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	2.857142857142857	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	100.0	22.65625	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	71.28205128205128	nan	26.81159420289855	nan	51.851851851851855	0.0	nan	nan	56.047904191616766
Akuntsu	100.0	nan	nan	12.209302325581396	nan	nan	10.526315789473685	nan	nan	nan	nan	nan	11.333333333333334	nan	nan	nan	nan	nan	nan	nan	50.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	57.142857142857146	nan	72.1311475409836	50.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	36.206896551724135	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	95.45454545454545	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	97.2027972027972	nan	19.428571428571427	nan	46.34146341463415	60.0	nan	nan	48.188711036225776
Arabic	100.0	4.871288989101841	nan	98.51577492384288	nan	nan	98.91891891891892	nan	nan	nan	nan	nan	98.55106262167423	nan	nan	nan	nan	nan	nan	nan	99.22861150070126	nan	nan	nan	nan	nan	nan	nan	nan	nan	90.43769166434346	nan	nan	nan	72.23443223443223	nan	nan	nan	nan	nan	nan	99.98550934647153	nan	nan	nan	nan	nan	nan	8.618351664908845	nan	42.10526315789474	0.4784688995215311	nan	nan	99.99408598970962	nan	nan	nan	nan	nan	nan	93.0258415186462	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	99.55947136563877	99.54346238130022	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	77.7339526688824	nan	69.44315685523691	nan	94.50962615327182	99.47675287785917	nan	100.0	89.81827284538511
Karo	100.0	nan	100.0	16.184971098265898	nan	nan	30.303030303030305	nan	nan	nan	nan	nan	9.971509971509972	nan	nan	nan	nan	nan	nan	nan	69.23076923076923	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	29.545454545454547	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	0.0	nan	88.52459016393442	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	51.406649616368284	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	83.33333333333333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	6.081081081081081	nan	67.07317073170732	80.55555555555556	nan	nan	34.195933456561924
Belarusian	99.98345740281223	0.3429962381057756	nan	92.4870563517671	nan	nan	84.48275862068965	nan	nan	nan	nan	nan	94.50147866497676	nan	nan	nan	nan	nan	nan	nan	72.57546563904945	nan	nan	nan	nan	nan	nan	nan	nan	nan	78.48173515981735	nan	nan	nan	0.3460207612456747	nan	nan	nan	nan	nan	nan	99.97062711117638	nan	nan	nan	nan	nan	nan	3.6199095022624435	nan	69.6875	21.428571428571427	nan	nan	99.84028110525475	nan	nan	nan	nan	100.0	99.66777408637874	40.45589115558216	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	65.09803921568627	76.41537107656204	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	53.59511527529214	0.0	29.786009020247576	nan	75.04237434708914	58.03547066848567	nan	48.214285714285715	66.01576334571911
Beja	nan	96.0	nan	17.966101694915253	15.853658536585366	nan	28.571428571428573	nan	nan	nan	nan	nan	24.025974025974026	nan	nan	nan	nan	nan	nan	nan	2.9411764705882355	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	0.0	nan	nan	0.0	nan	nan	nan	24.137931034482758	100.0	0.0	85.71428571428571	nan	nan	0.0	35.483870967741936	0.0	30.434782608695652	83.33333333333333	100.0	100.0	nan	nan	nan	nan	nan	nan	nan	33.333333333333336	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	100.0	nan	nan	2.0833333333333335	nan	0.0	nan	nan	nan	nan	nan	0.0	nan	2.3255813953488373	nan	nan	nan	nan	0.0	nan	99.41520467836257	nan	29.743589743589745	35.8974358974359	nan	100.0	100.0	0.0	34.78802992518703
Bulgarian	100.0	0.08220304151253596	nan	88.36275256946304	nan	nan	97.79919678714859	nan	nan	nan	nan	nan	95.60406060421303	nan	nan	nan	nan	nan	nan	nan	82.05533596837945	nan	nan	nan	nan	nan	nan	nan	nan	nan	79.79550102249489	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	41.85441941074524	nan	47.75687409551375	nan	nan	nan	100.0	nan	nan	nan	nan	nan	nan	29.280987434009962	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	61.19497710684981	nan	25.9119812583668	nan	86.81238819320215	97.51479289940828	nan	46.55172413793103	71.1386963353812
