name	appos	cc	clf	comp	comp:aux	comp:cleft	comp:obj	comp:obl	comp:pred	compound	conj	conj:emb	det	discourse	dislocated	fixed	flat	goeswith	list	mod	orphan	parataxis	punct	reparandum	subj	udep	unk	vocative	xcomp	total
Afrikaans	100.0	96.60837307896132	0	68.09053895521357	59.831460674157306	0	70.6312476860422	72.83236994219654	60.567514677103716	37.03703703703704	99.85535197685631	100.0	0.13848018002423404	0	0	0	100.0	0	0	34.60389702744987	0	0	92.79519679786524	0	12.101366742596811	77.26406926406926	95.12928442573661	0	5.882352941176471	60.36734039140199
Assyrian	0	28.0	0	73.57142857142857	68.42105263157895	0	93.82716049382717	100.0	21.21212121212121	0.0	100.0	0	0.0	0	0	0	0	0	0	49.056603773584904	0	100.0	89.39393939393939	0	2.4390243902439024	100.0	0	0	100.0	65.29850746268657
Akkadian	99.28057553956835	0.0	0	74.07407407407408	0	0	78.48837209302326	27.272727272727273	33.333333333333336	28.571428571428573	100.0	100.0	94.50549450549451	0	0	0	100.0	0	100.0	83.79446640316206	0	100.0	0	0	12.5	32.83582089552239	58.97435897435897	0.0	0.0	74.19655333022823
Amharic	0	78.4090909090909	0.0	37.34671125975474	7.210031347962382	0	45.80552907530982	19.047619047619047	2.6315789473684212	2.5	97.91666666666667	100.0	84.90566037735849	86.60287081339713	0	0	100.0	84.61538461538461	0	21.1353711790393	0	16.666666666666668	100.0	0	38.44684914067473	3.0303030303030303	75.34722222222223	0	3.4482758620689653	47.716914610026656
Arabic	100.0	5.059267494480372	0	97.53693644758283	95.04655493482309	0	97.57991575574334	99.13342936886649	89.50827101744845	72.10834553440702	99.98550829650026	100.0	8.62614990197557	42.10526315789474	1.9230769230769231	0	100.0	100.0	0	93.01603303190912	100.0	99.56172388604821	77.73339740124533	0	69.89056611378706	94.54012162962165	98.52909827328928	100.0	99.78603087268837	89.29903046630506
Belarusian	100.0	0.16806722689075632	0	95.81239530988275	91.66666666666667	0	97.03703703703704	85.96491228070175	75.75757575757575	0.0	100.0	100.0	1.0362694300518134	0.0	0	0	100.0	0	0	45.17193947730399	52.38095238095238	66.04938271604938	44.81927710843374	0	24.352331606217618	76.0470242468773	99.11504424778761	100.0	0	66.10382730764137
Bulgarian	100.0	0.5344295991778006	0	93.60375114979921	96.67469879518072	0	95.48939590675818	81.09313998884551	79.01490066225166	100.0	99.98204022988506	100.0	41.85441941074524	47.61215629522431	0	0	100.0	100.0	0	29.227394408090422	0	2.5	61.19775138271829	0	25.845046854082998	86.86490414174725	53.45622119815668	46.55172413793103	99.57142857142857	71.4805287904025
Bhojpuri	0	34.61538461538461	66.66666666666667	11.910828025477707	3.8461538461538463	0	13.10517529215359	34.48275862068966	25.806451612903224	4.638218923933209	99.10714285714286	100.0	1.7241379310344827	0.0	0	0	100.0	100.0	90.0	4.0476190476190474	0	0	73.81294964028777	0	3.103448275862069	2.802690582959641	83.33333333333333	0	25.641025641025642	15.255743114608453
Bambara	100.0	1.5151515151515151	0	45.805414098097025	99.28418038654259	0	12.374727668845315	100.0	66.66666666666667	100.0	100.0	0	83.82642998027613	32.26221079691517	12.5	0	100.0	0	0	25.204200700116687	100.0	100.0	98.86947584789311	20.0	0.5923532579429187	81.16833205226749	82.05128205128206	30.90909090909091	99.63369963369964	53.99927395934172
Breton	100.0	2.898550724637681	0	84.69963491536674	71.65919282511211	0	97.22921914357683	90.2439024390244	59.21052631578947	94.73684210526316	99.57805907172995	100.0	0.4966887417218543	50.0	66.66666666666667	100.0	100.0	0	100.0	79.61225766103814	100.0	75.67567567567568	81.16319444444444	0	57.712305025996535	86.46341463414635	21.62162162162162	100.0	0	72.01017811704834
Buryat	100.0	78.48101265822785	0	3.0204962243797193	0.0	0	3.4976152623211445	8.51063829787234	2.380952380952381	1.2422360248447204	99.6415770609319	100.0	6.3559322033898304	67.08542713567839	100.0	0	100.0	100.0	100.0	4.760530871321408	42.857142857142854	91.60583941605839	84.95912806539509	0	0.6720430107526881	1.9230769230769231	100.0	0.0	9.15032679738562	30.538922155688624
Catalan	99.96089676746611	0.2441505595116989	0	90.18420482338009	97.75800503424458	0	89.81284842049376	72.79211956521739	93.22002241314905	99.8236849838378	99.91530550514217	99.71181556195965	1.5236512223838217	0	0	0	99.95018817799425	0	0	64.53361928351356	100.0	52.15889464594128	59.236921463222764	0	19.362410229462252	89.26695666183342	99.83985587028326	0	77.86666666666666	71.57188608891379
Coptic	100.0	0.6235385814497272	0	97.71136241249327	99.88142292490119	0	99.95619414753811	100.0	43.824027072758035	15.384615384615385	99.90403071017275	100.0	8.432122370936902	29.545454545454547	31.129032258064516	0	100.0	0	0	67.66126740551293	78.94736842105263	99.375	67.88800553059109	0.0	61.02162908421537	96.69827294277006	96.29629629629629	80.76923076923077	100.0	79.97109156123415
Czech	100.0	4.521847517484939	0	87.83248557067215	88.11389019977977	0	92.08880863107869	70.1777158455342	83.67904807846921	74.67173462335867	99.99545491732495	100.0	2.139415088069126	27.19298245614035	0	0	99.98858968507531	0	0	41.39678548554892	99.82895350645312	68.62391930835734	55.54163216199747	0	41.45500788725739	73.05938669589132	57.57225433526011	41.38755980861244	66.66666666666667	65.46191420650318
OldChurchSlavonic	100.0	67.0092497430627	0	83.03212851405623	62.62626262626262	0	87.53301637612256	86.76179151803409	52.6117393645665	0	100.0	100.0	59.14768552534901	31.056511056511056	8.75912408759124	0	100.0	0	0	53.22012464998645	80.59701492537313	51.388888888888886	0	0	37.69201228878648	75.27961652590733	94.9367088607595	21.026490066225165	100.0	71.40286699976207
Welsh	100.0	0.0	0	95.02561183836085	99.13344887348353	0	94.69524243806049	97.91666666666667	91.00985221674877	66.66666666666667	100.0	100.0	3.9350713231677323	0.0	0	0	100.0	0	0	69.89196059739434	0	100.0	60.995850622406635	0	80.94652735095268	93.84848484848484	99.53917050691244	100.0	99.90138067061145	80.6221179731855
Danish	97.48603351955308	7.526881720430108	0	94.14004818528018	98.19391634980988	0	93.8568402384354	84.39024390243902	91.70684667309547	77.46835443037975	99.05929304446978	99.24812030075188	0.23739956172388604	43.75	0	0	99.69586374695864	100.0	97.48743718592965	43.79251259151565	0	100.0	79.02820641642144	0.0	26.296092460099064	88.69009584664536	73.03921568627452	56.25	80.0	72.21194503171247
German	99.99622940311451	0.31193317698164214	0	78.90093948768599	65.09613554159527	0	82.94681924001486	43.86998989558774	67.55785316500632	88.18871522739522	99.94892607962059	99.88568162332095	0.033963473245754564	29.032258064516128	0	0	99.97446072845861	100.0	0	34.249738871639316	74.15730337078652	97.42379203823512	59.74308902710207	0.0	38.31728653653213	66.42733672370169	62.346971138598164	57.142857142857146	20.515970515970515	57.47302670231226
Greek	100.0	2.6159921026653503	0	95.37951249614316	99.0495867768595	0	95.78748821125433	64.02116402116403	86.94581280788178	59.09090909090909	100.0	100.0	1.5417594195729245	14.285714285714286	0	0	100.0	0	0	53.41009743135518	65.85365853658537	82.30088495575221	59.123278999841745	0	30.949868073878626	83.84304673975764	90.0	24.324324324324323	100.0	61.97028738431563
English	98.65410497981158	0.4302600472813239	0	96.99567523556101	99.59664005322688	0	96.38850418350037	97.85522788203754	97.46373506066965	12.304009013238193	99.93755983848811	100.0	0.19194573340042118	25.674740484429066	52.22929936305732	0	97.36896623161384	98.96640826873384	99.64953271028037	37.66140536560674	84.04255319148936	95.75923392612859	70.96837737038399	21.27659574468085	7.03740157480315	91.27369335308843	59.68371729793049	46.8586387434555	97.45222929936305	67.35917114351497
Spanish	99.98194619967504	1.4607866837034222	0	91.64329380491134	97.37366285503504	0	93.90467480097278	43.69706028898854	91.76612781386916	82.74890419536631	99.63240657000321	98.4971098265896	0.8030078647323546	7.339449541284404	0	0	99.77813999818889	100.0	100.0	61.74759804633459	97.61904761904762	86.48103309120258	58.8208266870102	0	19.624037596240377	90.41072284823784	96.83885279670417	50.0	88.26979472140762	70.80044320177281
Estonian	100.0	0.5266333863623895	0	71.82929660295596	96.99231117141565	0	64.98524603237898	95.0	72.46736662883087	51.42137459517812	99.95099040228712	99.77578475336323	1.9875143330360556	26.833631484794275	0	0	100.0	100.0	100.0	24.221977524229008	64.66431095406361	83.01647655259822	56.33171697682094	83.33333333333333	41.361959893505286	57.560271080991	95.92274678111588	50.0	83.48051948051948	52.54350991408555
Basque	99.09909909909909	7.460453185121847	0	13.715934344418885	8.692300279464199	0	15.364679748241391	33.04597701149425	17.8446261682243	0.0	99.75019215987702	98.71794871794872	61.675461741424805	36.36363636363637	0	0	100.0	0	0	28.287266872400377	0	93.87755102040816	65.00403877221325	0	20.649523387275547	27.159995967335416	99.25093632958801	66.66666666666667	30.193236714975846	31.661564515078485
Persian	98.11643835616438	1.4408099688473521	0	66.97167755991285	44.40894568690096	0	79.32589372607539	98.8909426987061	0.5637636080870918	0.42437616703445935	99.48706257836544	99.71477467199087	0.0	0	2.857142857142857	0	100.0	0	0	75.4824573723981	0	91.82692307692308	64.51852954308677	0	1.1764705882352942	38.57589522742021	95.86977648202138	34.84848484848485	100.0	59.328896963626384
Finnish	100.0	0.482526685187893	0	79.85834056085574	99.38326594942781	0	72.48889195846859	93.10344827586206	82.98714144411474	23.657587548638134	99.79256601446431	100.0	0.697551987365096	36.0655737704918	0	0	100.0	100.0	0	35.634487895032045	55.96330275229358	99.67637540453075	74.60879455522739	0.0	20.671521035598705	64.4110597500428	64.58551941238196	54.51263537906137	91.66666666666667	58.293302165199194
Faroese	100.0	1.0101010101010102	0	95.07680189050808	98.07692307692308	0	98.55167873601053	100.0	88.96174863387978	60.869565217391305	100.0	100.0	0.0	100.0	0	0	97.95918367346938	0	0	30.277986476333584	100.0	100.0	87.85166240409207	0	23.167848699763592	86.57786885245902	25.0	0	0	73.17804835009706
French	99.93367820665871	0.5268467660576168	0	95.2587771926124	99.89291527456524	100.0	97.24930004510077	83.52474761924225	92.6019192812904	89.70588235294117	99.99115722454755	100.0	0.05940940066398742	62.51667407736772	38.691588785046726	0	100.0	100.0	0	65.35376634014813	95.525494276795	91.3938492063492	67.09676918176946	0.0	7.474735394367039	94.76228653892407	91.24114380545095	23.976608187134502	89.62962962962963	71.17757848046277
OldFrench	100.0	0.3164244042321764	0	75.23414950224823	89.1453744493392	0	78.1928463580986	25.189904435187454	79.44907575208408	100.0	100.0	100.0	0.11477588498248158	0.7142857142857143	41.338582677165356	0	100.0	0	0	41.32851211999464	0	27.463312368972748	0	0	23.045911306336123	59.42138094213809	7.619047619047619	13.712686567164178	96.96969696969697	54.60199980394079
Irish	100.0	0.39660056657223797	0	92.8409825468649	0	0	91.36201440786373	98.82352941176471	98.7239472564866	99.375	100.0	100.0	18.46031430276507	45.714285714285715	64.70588235294117	0	99.01960784313725	100.0	43.24324324324324	80.84440969507428	80.0	90.76923076923077	47.982255294791074	0	89.56089478044738	91.49552727730881	100.0	60.37735849056604	83.33333333333333	80.75047884380986
Gaelic	99.45054945054945	5.056553559547572	0	93.77006626135665	0	0	92.35983876877977	95.5020920502092	98.73509215757137	100.0	100.0	100.0	6.753042795445622	21.649484536082475	7.142857142857143	0	99.87341772151899	0	0	74.03225806451613	0	98.56115107913669	62.242332830568124	0.0	98.19168173598554	93.93866794441783	99.74683544303798	75.0	95.65217391304348	83.52286038674332
Galician	100.0	79.54022988505747	0	90.40084388185655	84.28390367553865	0	91.04247104247104	87.46843434343434	86.54801324503312	100.0	100.0	100.0	1.3415431185717726	16.666666666666668	0	0	100.0	0	100.0	77.87000631037328	0.0	85.48387096774194	67.89815277084374	0	21.552723059096177	91.90019027849853	86.2225243598459	0.0	99.11111111111111	72.52093977322367
Gothic	100.0	61.69025313932629	0	79.57617110615405	0	0	86.93347468857672	77.66548762001011	38.68312757201646	0	100.0	100.0	20.502512562814072	30.284728213977566	16.666666666666668	0	100.0	0	0	54.24743188923627	74.85380116959064	67.07317073170732	0	0	34.52556280244056	74.37086092715232	97.29729729729729	25.899280575539567	0.0	67.49211308156453
AncientGreek	100.0	76.64905473458268	0	70.26674700115025	64.34782608695652	0	74.60357624831309	62.44982098296626	48.47000092447074	0	99.9601593625498	99.73262032085562	11.930343007915567	23.854895104895103	18.06930693069307	0	100.0	0	0	39.67487112051304	67.06507304116866	67.59776536312849	83.97243258404455	0	33.74298335935165	57.69355361192096	98.25581395348837	28.294930875576036	100.0	55.963177905068164
SwissGerman	100.0	2.857142857142857	0	75.4257907542579	83.9622641509434	0	76.92307692307692	16.666666666666668	57.57575757575758	85.71428571428571	100.0	0	0.0	0	0	0	100.0	0	0	36.74242424242424	0	100.0	86.51685393258427	0	27.19298245614035	65.69343065693431	30.0	0	100.0	60.7977207977208
MbyáGuaraní	100.0	8.474576271186441	0	11.507052709725315	50.0	0	11.4540721457791	0	33.333333333333336	96.44012944983818	100.0	100.0	0.0	15.384615384615385	40.0	0	100.0	100.0	100.0	25.878320479862897	0	70.14925373134328	75.82314205079962	10.0	13.376623376623376	29.568788501026695	97.78794813119755	25.0	0	44.1059964485726
Hebrew	99.60063897763578	0.4480651731160896	0	98.71967142458737	99.58275382475661	0	98.89090327396822	90.47619047619048	92.97071129707113	97.5036545597661	100.0	100.0	3.0963241212771666	50.0	0.0	0	100.0	100.0	0	68.54486707102772	0	81.73076923076923	76.42668503846595	0	30.78291814946619	90.74260010442187	88.5839483394834	0	50.0	77.95921091131223
Hindi	99.09909909909909	0.4077615298087739	0	11.95980046305426	14.396692143841625	0	12.19244038366759	0.27710426047800485	1.2229744485695566	0.6730081343896558	99.22904750062173	98.63013698630137	0.0999000999000999	80.23952095808383	89.94252873563218	0	100.0	0	100.0	6.235417513967079	0	100.0	79.731455326394	0	1.3692059477608687	2.204966795794134	84.00482093663912	14.285714285714286	22.22222222222222	14.536570777326038
